horizon,MAE_mean_fixed,MAE_mean_adaptive,mae_improvement,mae_improvement_pct,RMSE_mean_fixed,RMSE_mean_adaptive,rmse_improvement,rmse_improvement_pct
1,3.0213659763336183,2.7742735385894775,0.2470924377441408,8.17816973116192,4.8225975814387585,4.394611419307973,0.4279861621307859,8.874598282428156
3,3.654183530807495,3.061549711227417,0.5926338195800782,16.217954423573218,5.550099938503363,4.764152718210366,0.7859472202929974,14.160956180996903
6,3.854721689224243,3.159780263900757,0.6949414253234862,18.028316473953847,5.571297792471961,4.876645707948759,0.6946520845232023,12.468407010334804
