file,unique_ts,start,end
tt_cikarang.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_cikupa.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_ciledug.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_cileungsi.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_cinere.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_ciputat.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_citayam.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_daanmogot_km19.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_dramaga.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_harapanindah.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_jatiasih.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_jorr_e.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_juanda_depok.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_narogong.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_pajajaran_bgr.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_pamulang.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_parung.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_pondokgede.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_sawangan.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_sedyatmo_toll.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_serpong_raya.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_serpong_toll.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_sholehiskandar.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_transyogi.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
tt_yossudarso.csv,302,2026-08-18 04:00:00+00:00,2026-09-11 12:00:00+00:00
