horizon,mae_mean,mae_std,rmse_mean,rmse_std,epochs_mean
1,3.0452690601348875,0.016081167679911555,4.965374313192245,0.011752468834128291,100.0
3,3.9095703125,0.04496363240540978,5.935004128488212,0.0303454275843516,100.0
6,4.27264289855957,0.11886090927610699,6.063119907606795,0.08183120060681034,100.0
